activity_name,activity_db,activity_code,reference_product,activity_unit,location,production_amount,functional_unit_amount,method_1,method_2,method_3,method_str,method_unit,lcia_score
"Transport, light commercial truck, E85 powered, Southeast",uslci_database529,c23bad5c-5223-3ec0-a4a7-d96fc86b554f,"Transport, light commercial truck, E85 powered",t*km,US,1.0,1.0,"ReCiPe 2016 v1.03, midpoint (I)",climate change,global warming potential (GWP1000),"('ReCiPe 2016 v1.03, midpoint (I)', 'climate change', 'global warming potential (GWP1000)')",kg CO2-Eq,2.196757864698832
"Transport, combination truck, short-haul, gasoline powered, South",uslci_database529,7e1f45b5-3e02-3c18-879f-01e06284d639,"Transport, combination truck, short-haul, gasoline powered",t*km,US,1.0,1.0,"ReCiPe 2016 v1.03, midpoint (I)",climate change,global warming potential (GWP1000),"('ReCiPe 2016 v1.03, midpoint (I)', 'climate change', 'global warming potential (GWP1000)')",kg CO2-Eq,0.08322279337147816
"Electricity - GAS - Dominion Energy South Carolina, Inc.",uslci_database529,9fed0063-826c-3427-8d1f-a36a0e8a83dd,"Electricity, AC, 2300-7650 V",MJ,"Dominion Energy South Carolina, Inc.",1.0,1.0,"ReCiPe 2016 v1.03, midpoint (I)",climate change,global warming potential (GWP1000),"('ReCiPe 2016 v1.03, midpoint (I)', 'climate change', 'global warming potential (GWP1000)')",kg CO2-Eq,0.13944214429121232
"Steel; cold rolled coil, at plant",uslci_database529,cc886340-1e9e-40fc-8bae-87ea661f00c7.1f8a25cb-2a84-45ca-b418-1b6ab9c38c2c,"Steel; cold rolled coil, at plant",kg,Northern America,1.0,1.0,"ReCiPe 2016 v1.03, midpoint (I)",climate change,global warming potential (GWP1000),"('ReCiPe 2016 v1.03, midpoint (I)', 'climate change', 'global warming potential (GWP1000)')",kg CO2-Eq,1.9033117950777554
Electricity; at user; consumption mix - Seattle City Light - BA,uslci_database529,3ac41dab-be31-392a-a273-bd9aa8f3dba2,"Electricity, AC, 120 V",MJ,Seattle City Light,1.0,1.0,"ReCiPe 2016 v1.03, midpoint (I)",climate change,global warming potential (GWP1000),"('ReCiPe 2016 v1.03, midpoint (I)', 'climate change', 'global warming potential (GWP1000)')",kg CO2-Eq,0.013186528376354825
"Transport, combination truck, short-haul, compressed natural gas powered",uslci_database529,f91293a0-2164-34d5-a851-a15c2599c224,"Transport, combination truck, short-haul, compressed natural gas powered",t*km,US,1.0,1.0,"ReCiPe 2016 v1.03, midpoint (I)",climate change,global warming potential (GWP1000),"('ReCiPe 2016 v1.03, midpoint (I)', 'climate change', 'global warming potential (GWP1000)')",kg CO2-Eq,0.0753580532391541
"Corn stover, carted",uslci_database529,c0138d7e-3eac-3b37-b27a-58c9d5a2d1cf,"Corn stover, carted",kg,Northern America,1710.0,1.0,"ReCiPe 2016 v1.03, midpoint (I)",climate change,global warming potential (GWP1000),"('ReCiPe 2016 v1.03, midpoint (I)', 'climate change', 'global warming potential (GWP1000)')",kg CO2-Eq,0.034276323938327066
"Transport, combination truck, short-haul, diesel powered, Hawaii",uslci_database529,d3a056d7-9199-3c1d-9947-c486e03d529c,"Transport, combination truck, short-haul, diesel powered",t*km,US,1.0,1.0,"ReCiPe 2016 v1.03, midpoint (I)",climate change,global warming potential (GWP1000),"('ReCiPe 2016 v1.03, midpoint (I)', 'climate change', 'global warming potential (GWP1000)')",kg CO2-Eq,0.09053116866232735
Electricity; at grid; generation mix - Southwest Power Pool,uslci_database529,87df64ba-5596-36b2-ab0b-34178c40d4de,"Electricity, AC, 2300-7650 V",MJ,Southwest Power Pool,1.0,1.0,"ReCiPe 2016 v1.03, midpoint (I)",climate change,global warming potential (GWP1000),"('ReCiPe 2016 v1.03, midpoint (I)', 'climate change', 'global warming potential (GWP1000)')",kg CO2-Eq,0.13151294049084375
Drinking water treatment; Conventional UV Infrastructure; at plant,uslci_database529,680b052f-bb13-31f6-b40e-23762ff158eb,Drinking water treatment; Conventional UV Infrastructure,m3,US,1.0,1.0,"ReCiPe 2016 v1.03, midpoint (I)",climate change,global warming potential (GWP1000),"('ReCiPe 2016 v1.03, midpoint (I)', 'climate change', 'global warming potential (GWP1000)')",kg CO2-Eq,3.319813379259634e-05
Titanium Dioxide Bridge; USLCI to USEEIO,uslci_database529,e53de941-8224-436b-89ca-fd235965faef,"Titanium dioxide, at plant",kg,US,1.0,1.0,"ReCiPe 2016 v1.03, midpoint (I)",climate change,global warming potential (GWP1000),"('ReCiPe 2016 v1.03, midpoint (I)', 'climate change', 'global warming potential (GWP1000)')",kg CO2-Eq,0.0
"Electricity; at grid; generation mix - Arlington Valley, LLC",uslci_database529,4d374617-5459-3474-9f18-f0b495b530b3,"Electricity, AC, 2300-7650 V",MJ,"Arlington Valley, LLC",1.0,1.0,"ReCiPe 2016 v1.03, midpoint (I)",climate change,global warming potential (GWP1000),"('ReCiPe 2016 v1.03, midpoint (I)', 'climate change', 'global warming potential (GWP1000)')",kg CO2-Eq,0.14034454711943037
Electricity - HYDRO - Idaho Power Company,uslci_database529,6e85b097-b06a-3fd0-a843-2369aded9ed5,"Electricity, AC, 2300-7650 V",MJ,Idaho Power Company,1.0,1.0,"ReCiPe 2016 v1.03, midpoint (I)",climate change,global warming potential (GWP1000),"('ReCiPe 2016 v1.03, midpoint (I)', 'climate change', 'global warming potential (GWP1000)')",kg CO2-Eq,0.0020574526861310005
"Transport, combination truck, gasoline powered, South",uslci_database529,3c16eddd-fb1b-3e27-b3aa-837a59863b11,"Transport, combination truck, gasoline powered",t*km,US,1.0,1.0,"ReCiPe 2016 v1.03, midpoint (I)",climate change,global warming potential (GWP1000),"('ReCiPe 2016 v1.03, midpoint (I)', 'climate change', 'global warming potential (GWP1000)')",kg CO2-Eq,0.08322279337147816
"Steel; cold rolled coil, at plant",uslci_database529,cc886340-1e9e-40fc-8bae-87ea661f00c7.b9bf3487-2f01-3efd-8f0a-b02272a95ac4,"Overburden, stockpiled, on-site, for unspecified beneficial use",kg,Northern America,4.275249263,1.0,"ReCiPe 2016 v1.03, midpoint (I)",climate change,global warming potential (GWP1000),"('ReCiPe 2016 v1.03, midpoint (I)', 'climate change', 'global warming potential (GWP1000)')",kg CO2-Eq,0.44519315269129084
"Injection molding, rigid polypropylene part, at plant",uslci_database529,89a2b59a-1ca2-34f5-acc8-a8eaaa6fa870,"Injection molding, rigid polypropylene part, at plant",kg,Northern America,1.0,1.0,"ReCiPe 2016 v1.03, midpoint (I)",climate change,global warming potential (GWP1000),"('ReCiPe 2016 v1.03, midpoint (I)', 'climate change', 'global warming potential (GWP1000)')",kg CO2-Eq,3.273244911946929
"Natural gas, processed, for material use, at plant",uslci_database529,a8b6bb7c-0274-41de-8385-ef5f8a03f9bf,"Natural gas, production mixture, to material use",kg,US,1.0,1.0,"ReCiPe 2016 v1.03, midpoint (I)",climate change,global warming potential (GWP1000),"('ReCiPe 2016 v1.03, midpoint (I)', 'climate change', 'global warming potential (GWP1000)')",kg CO2-Eq,0.32686552503482535
"Paraxylene, at plant, kg",uslci_database529,d32a7e23-c6c0-400a-8134-656a3e13c11f,"Paraxylene, at plant, kg",kg,Northern America,1.0,1.0,"ReCiPe 2016 v1.03, midpoint (I)",climate change,global warming potential (GWP1000),"('ReCiPe 2016 v1.03, midpoint (I)', 'climate change', 'global warming potential (GWP1000)')",kg CO2-Eq,1.4483755485614804
Electricity - SOLAR - California Independent System Operator,uslci_database529,7b0a1fe7-1e20-3960-a03b-8f8caeaec34b,"Electricity, AC, 2300-7650 V",MJ,California Independent System Operator,1.0,1.0,"ReCiPe 2016 v1.03, midpoint (I)",climate change,global warming potential (GWP1000),"('ReCiPe 2016 v1.03, midpoint (I)', 'climate change', 'global warming potential (GWP1000)')",kg CO2-Eq,0.005237640093284122
Electricity - OIL - PacifiCorp East,uslci_database529,c4063cd7-8fdb-3c33-ae54-b6178d5cd8e9,"Electricity, AC, 2300-7650 V",MJ,PacifiCorp East,1.0,1.0,"ReCiPe 2016 v1.03, midpoint (I)",climate change,global warming potential (GWP1000),"('ReCiPe 2016 v1.03, midpoint (I)', 'climate change', 'global warming potential (GWP1000)')",kg CO2-Eq,0.39447666878330745
Electricity - GAS - Louisville Gas and Electric Company and Kentucky Utilities Company,uslci_database529,f63887cc-8499-3339-aa53-4bdea0930f55,"Electricity, AC, 2300-7650 V",MJ,Louisville Gas and Electric Company and Kentucky Utilities Company,1.0,1.0,"ReCiPe 2016 v1.03, midpoint (I)",climate change,global warming potential (GWP1000),"('ReCiPe 2016 v1.03, midpoint (I)', 'climate change', 'global warming potential (GWP1000)')",kg CO2-Eq,0.1324858737705291
"Skidding, wheeled cable skidder, 120-160 HP",uslci_database529,de5a0b9b-af46-3476-84e0-f0464d984b7f,"Skidding, wheeled cable skidder, 120-160 HP",h,Northern America,1.0,1.0,"ReCiPe 2016 v1.03, midpoint (I)",climate change,global warming potential (GWP1000),"('ReCiPe 2016 v1.03, midpoint (I)', 'climate change', 'global warming potential (GWP1000)')",kg CO2-Eq,51.20073121702055
"Electricity; at user; consumption mix - Dominion Energy South Carolina, Inc. - BA",uslci_database529,3dc3b093-d501-3c2f-a766-5c5f3912d3fd,"Electricity, AC, 120 V",MJ,"Dominion Energy South Carolina, Inc.",1.0,1.0,"ReCiPe 2016 v1.03, midpoint (I)",climate change,global warming potential (GWP1000),"('ReCiPe 2016 v1.03, midpoint (I)', 'climate change', 'global warming potential (GWP1000)')",kg CO2-Eq,0.11854253484958509
Electricity; at grid; consumption mix - Hawaiian Electric Co Inc - BA,uslci_database529,1a62291b-8650-3c92-b078-2c1dbb4c3e05,"Electricity, AC, 2300-7650 V",MJ,Hawaiian Electric Co Inc,1.0,1.0,"ReCiPe 2016 v1.03, midpoint (I)",climate change,global warming potential (GWP1000),"('ReCiPe 2016 v1.03, midpoint (I)', 'climate change', 'global warming potential (GWP1000)')",kg CO2-Eq,0.015553365498152144
power plant construction - solar_pv_const - Duke Energy Carolinas,uslci_database529,5a1909b4-552e-399c-889e-edeab94b1f52,power plant construction,Item(s),US,1.0,1.0,"ReCiPe 2016 v1.03, midpoint (I)",climate change,global warming potential (GWP1000),"('ReCiPe 2016 v1.03, midpoint (I)', 'climate change', 'global warming potential (GWP1000)')",kg CO2-Eq,41.868455905272455
"Metal panels, roof, at plant",uslci_database529,704d1ff7-6f9e-3f8c-84c3-b8340c3bccad,"Metal panels, roof, at plant",kg,Northern America,1.0,1.0,"ReCiPe 2016 v1.03, midpoint (I)",climate change,global warming potential (GWP1000),"('ReCiPe 2016 v1.03, midpoint (I)', 'climate change', 'global warming potential (GWP1000)')",kg CO2-Eq,2.6208837025841474
"Petroleum refining, at refinery",uslci_database529,0aaf1e13-5d80-37f9-b7bb-81a6b8965c71.0e44e579-abb0-3c77-af64-c774d65be529,"Gasoline, at refinery",l,US,1.353160861286164,1.0,"ReCiPe 2016 v1.03, midpoint (I)",climate change,global warming potential (GWP1000),"('ReCiPe 2016 v1.03, midpoint (I)', 'climate change', 'global warming potential (GWP1000)')",kg CO2-Eq,0.5785711423400266
"Concrete Pipe, 60"" inch diameter; at plant; per linear foot",uslci_database529,4e590e0c-3773-3db7-9515-728fde75ab55,"Concrete Pipe, 60""",ft,US,1.0,1.0,"ReCiPe 2016 v1.03, midpoint (I)",climate change,global warming potential (GWP1000),"('ReCiPe 2016 v1.03, midpoint (I)', 'climate change', 'global warming potential (GWP1000)')",kg CO2-Eq,98.8041512000821
"Butadiene, at plant",uslci_database529,5d274fc8-65f3-3f3a-a583-f12cace7c494,"Butadiene, at plant",kg,Northern America,1.0,1.0,"ReCiPe 2016 v1.03, midpoint (I)",climate change,global warming potential (GWP1000),"('ReCiPe 2016 v1.03, midpoint (I)', 'climate change', 'global warming potential (GWP1000)')",kg CO2-Eq,1.801128362717893
Electricity - GAS - Western Area Power Administration - Desert Southwest Region,uslci_database529,bceac90c-b45d-34b6-b21a-d21287bb6d79,"Electricity, AC, 2300-7650 V",MJ,Western Area Power Administration - Desert Southwest Region,1.0,1.0,"ReCiPe 2016 v1.03, midpoint (I)",climate change,global warming potential (GWP1000),"('ReCiPe 2016 v1.03, midpoint (I)', 'climate change', 'global warming potential (GWP1000)')",kg CO2-Eq,0.14108599603557134
"Natural gas, conventional offshore, at extraction",uslci_database529,bc4c2bad-4bdb-4402-8aed-74efc5781057,"Natural gas, at extraction",kg,US,1.0,1.0,"ReCiPe 2016 v1.03, midpoint (I)",climate change,global warming potential (GWP1000),"('ReCiPe 2016 v1.03, midpoint (I)', 'climate change', 'global warming potential (GWP1000)')",kg CO2-Eq,0.22493535236170045
Steam methane reforming plant; small-scale; construction,uslci_database529,0381ede3-9567-44c0-9200-cbbef872097e,Steam methane reforming plant; construction,Item(s),US,1.0,1.0,"ReCiPe 2016 v1.03, midpoint (I)",climate change,global warming potential (GWP1000),"('ReCiPe 2016 v1.03, midpoint (I)', 'climate change', 'global warming potential (GWP1000)')",kg CO2-Eq,26610264.41503531
Electricity - BIOMASS - PacifiCorp East,uslci_database529,2e568e70-09aa-3375-b6ff-ab3f9b94710e,"Electricity, AC, 2300-7650 V",MJ,PacifiCorp East,1.0,1.0,"ReCiPe 2016 v1.03, midpoint (I)",climate change,global warming potential (GWP1000),"('ReCiPe 2016 v1.03, midpoint (I)', 'climate change', 'global warming potential (GWP1000)')",kg CO2-Eq,0.19103196881042095
Electricity - COAL - GridLiance,uslci_database529,079c9903-9348-3d59-95ab-96b0a1eaa842,"Electricity, AC, 2300-7650 V",MJ,GridLiance,1.0,1.0,"ReCiPe 2016 v1.03, midpoint (I)",climate change,global warming potential (GWP1000),"('ReCiPe 2016 v1.03, midpoint (I)', 'climate change', 'global warming potential (GWP1000)')",kg CO2-Eq,0.2993151127125575
"Electricity; at grid; generation mix - Midcontinent Independent System Operator, Inc.",uslci_database529,0ba98f12-a544-3c75-a2c0-538765b7b5e9,"Electricity, AC, 2300-7650 V",MJ,"Midcontinent Independent System Operator, Inc.",1.0,1.0,"ReCiPe 2016 v1.03, midpoint (I)",climate change,global warming potential (GWP1000),"('ReCiPe 2016 v1.03, midpoint (I)', 'climate change', 'global warming potential (GWP1000)')",kg CO2-Eq,0.1609582715805535
Electricity - MIXED - Bonneville Power Administration,uslci_database529,4b7a6fe4-0534-316c-8f9d-46ce4268eeee,"Electricity, AC, 2300-7650 V",MJ,Bonneville Power Administration,1.0,1.0,"ReCiPe 2016 v1.03, midpoint (I)",climate change,global warming potential (GWP1000),"('ReCiPe 2016 v1.03, midpoint (I)', 'climate change', 'global warming potential (GWP1000)')",kg CO2-Eq,0.00487594807352169
Electricity - HYDRO - Louisville Gas and Electric Company and Kentucky Utilities Company,uslci_database529,ed00bb08-11c4-36a4-8504-49762d909b14,"Electricity, AC, 2300-7650 V",MJ,Louisville Gas and Electric Company and Kentucky Utilities Company,1.0,1.0,"ReCiPe 2016 v1.03, midpoint (I)",climate change,global warming potential (GWP1000),"('ReCiPe 2016 v1.03, midpoint (I)', 'climate change', 'global warming potential (GWP1000)')",kg CO2-Eq,0.002555149607360363
"Scanner, i940 desktop",uslci_database529,9aae3fc2-6ffb-3b49-b3fb-4127483b1156,"Scanner, i940 desktop",Item(s),Global,1.0,1.0,"ReCiPe 2016 v1.03, midpoint (I)",climate change,global warming potential (GWP1000),"('ReCiPe 2016 v1.03, midpoint (I)', 'climate change', 'global warming potential (GWP1000)')",kg CO2-Eq,2.8255249477378483
"Transport, light commercial truck, diesel powered, Alaska",uslci_database529,ee1e77e1-0b07-3a7a-ada9-0b1bef460444,"Transport, light commercial truck, diesel powered",t*km,US,1.0,1.0,"ReCiPe 2016 v1.03, midpoint (I)",climate change,global warming potential (GWP1000),"('ReCiPe 2016 v1.03, midpoint (I)', 'climate change', 'global warming potential (GWP1000)')",kg CO2-Eq,0.48696443411996426
"Transport, combination truck, short-haul, compressed natural gas powered, Southeast",uslci_database529,3e52e325-3d79-37a6-8c3b-7d66b205e3cf,"Transport, combination truck, short-haul, compressed natural gas powered",t*km,US,1.0,1.0,"ReCiPe 2016 v1.03, midpoint (I)",climate change,global warming potential (GWP1000),"('ReCiPe 2016 v1.03, midpoint (I)', 'climate change', 'global warming potential (GWP1000)')",kg CO2-Eq,0.07635105503870329
"Transport, single unit truck, short-haul, diesel powered, Northwest",uslci_database529,c365372e-b463-35b8-acee-d2ad71e2ccdd,"Transport, single unit truck, short-haul, diesel powered",t*km,US,1.0,1.0,"ReCiPe 2016 v1.03, midpoint (I)",climate change,global warming potential (GWP1000),"('ReCiPe 2016 v1.03, midpoint (I)', 'climate change', 'global warming potential (GWP1000)')",kg CO2-Eq,0.11366869086702946
"Wood Combusted, at boiler, at cellulosic fiberboard mill",uslci_database529,106bcee8-0d5f-30c6-ac98-fa6dab41d4d1.77cbfa28-85c8-3da1-9f3f-1aa00612d97b,"Wood ash, at boiler, at cellulosic fiberboard mill",kg,Northern America,1.0190969060508632,1.0,"ReCiPe 2016 v1.03, midpoint (I)",climate change,global warming potential (GWP1000),"('ReCiPe 2016 v1.03, midpoint (I)', 'climate change', 'global warming potential (GWP1000)')",kg CO2-Eq,1.818780271898205
"Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA",uslci_database529,fe18148f-aca0-313b-82c0-efa72a6c9005,"Electricity, AC, 2300-7650 V",MJ,"Midcontinent Independent System Operator, Inc.",1.0,1.0,"ReCiPe 2016 v1.03, midpoint (I)",climate change,global warming potential (GWP1000),"('ReCiPe 2016 v1.03, midpoint (I)', 'climate change', 'global warming potential (GWP1000)')",kg CO2-Eq,0.15798134932876073
Styrene-butadiene-styrene (SBS) block copolymer; average consumption mix; at plant,uslci_database529,29a4c9a9-eca6-403c-9a88-4e12b6c33933,Styrene-butadiene-styrene (SBS) block copolymer; at plant,kg,Northern America,1.0,1.0,"ReCiPe 2016 v1.03, midpoint (I)",climate change,global warming potential (GWP1000),"('ReCiPe 2016 v1.03, midpoint (I)', 'climate change', 'global warming potential (GWP1000)')",kg CO2-Eq,2.3380568643641504
"Transport, single unit truck, long-haul, compressed natural gas powered, Northeast",uslci_database529,bd3a7b9b-d08d-34b1-b006-a33a2f76a09c,"Transport, single unit truck, long-haul, compressed natural gas powered",t*km,US,1.0,1.0,"ReCiPe 2016 v1.03, midpoint (I)",climate change,global warming potential (GWP1000),"('ReCiPe 2016 v1.03, midpoint (I)', 'climate change', 'global warming potential (GWP1000)')",kg CO2-Eq,0.14209478355705815
Electricity - SOLAR - PacifiCorp West,uslci_database529,e3eecaa9-adc4-3ce4-bd8e-23cefd823371,"Electricity, AC, 2300-7650 V",MJ,PacifiCorp West,1.0,1.0,"ReCiPe 2016 v1.03, midpoint (I)",climate change,global warming potential (GWP1000),"('ReCiPe 2016 v1.03, midpoint (I)', 'climate change', 'global warming potential (GWP1000)')",kg CO2-Eq,0.007788205206205622
"Forest residue, dried, stored",uslci_database529,96087256-d181-30c8-ae17-f25e1f0eab0c,"Forest residue, dried, stored",kg,Northern America,772.0,1.0,"ReCiPe 2016 v1.03, midpoint (I)",climate change,global warming potential (GWP1000),"('ReCiPe 2016 v1.03, midpoint (I)', 'climate change', 'global warming potential (GWP1000)')",kg CO2-Eq,0.013686605531960211
